Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,EAD*R,Loss,Expected Values
8778,14.91,22.66%,0.0045,3.378606,11.531394,0.051891273
8779,7.47,13.21%,0.009,0.986787,6.483213,0.058348917
8780,13.45,37.66%,0.0047,5.06527,8.38473,0.039408231
8781,20.71,30.70%,0.0043,6.35797,14.35203,0.061713729
8782,11.88,8.25%,0.0008,0.9801,10.8999,0.00871992
8783,23.76,2.79%,0.0017,0.662904,23.097096,0.039265063
8784,14.27,11.01%,0.0032,1.571127,12.698873,0.040636394
8785,17,35.90%,0.0038,6.103,10.897,0.0414086
8786,20.49,14.92%,0.008,3.057108,17.432892,0.139463136
8787,7.37,21.79%,0.0013,1.605923,5.764077,0.0074933
8788,6.36,17.53%,0.0042,1.114908,5.245092,0.022029386
8789,20.98,5.03%,0.0081,1.055294,19.924706,0.161390119
8790,21.98,17.15%,0.0059,3.76957,18.21043,0.107441537
8791,7.77,38.87%,0.0024,3.020199,4.749801,0.011399522
8792,15.44,35.01%,0.0043,5.405544,10.034456,0.043148161
8793,20.82,32.75%,0.0081,6.81855,14.00145,0.113411745
8794,1.53,11.35%,0.0011,0.173655,1.356345,0.00149198
8795,9.25,33.26%,0.0083,3.07655,6.17345,0.051239635
8796,21.93,12.87%,0.0042,2.822391,19.107609,0.080251958
8797,21.94,10.97%,0.0053,2.406818,19.533182,0.103525865
8798,9.24,20.80%,0.0094,1.92192,7.31808,0.068789952
8799,18.46,22.31%,0.0059,4.118426,14.341574,0.084615287
8800,18.99,24.43%,0.0082,4.639257,14.350743,0.117676093
8801,14.95,35.37%,0.0043,5.287815,9.662185,0.041547396
8802,23.05,7.78%,0.0018,1.79329,21.25671,0.038262078
8803,24.98,32.35%,0.0008,8.08103,16.89897,0.013519176
8804,13.03,8.84%,0.0038,1.151852,11.878148,0.045136962
8805,22.3,38.53%,0.003,8.59219,13.70781,0.04112343
8806,11.64,37.21%,0.0036,4.331244,7.308756,0.026311522
8807,20.22,33.52%,0.0035,6.777744,13.442256,0.047047896
8808,19.53,22.45%,0.0093,4.384485,15.145515,0.14085329
8809,15.66,32.35%,0.0082,5.06601,10.59399,0.086870718
8810,17.81,2.03%,0.0019,0.361543,17.448457,0.033152068
8811,16.68,35.62%,0.0015,5.941416,10.738584,0.016107876
8812,9.01,18.04%,0.0026,1.625404,7.384596,0.01919995
8813,18.85,38.45%,0.0096,7.247825,11.602175,0.11138088
8814,4.48,38.99%,0.0075,1.746752,2.733248,0.02049936
8815,0.91,33.31%,0.0044,0.303121,0.606879,0.002670268
8816,23.86,32.43%,0.0006,7.737798,16.122202,0.009673321
8817,8.14,3.07%,0.0004,0.249898,7.890102,0.003156041
8818,23.6,37.62%,0.0013,8.87832,14.72168,0.019138184
8819,20.57,29.71%,0.0093,6.111347,14.458653,0.134465473
8820,3.1,33.42%,0.0029,1.03602,2.06398,0.005985542
8821,8.26,35.11%,0.0079,2.900086,5.359914,0.042343321
8822,19.18,11.30%,0.0085,2.16734,17.01266,0.14460761
8823,12.79,14.40%,0.0095,1.84176,10.94824,0.10400828
8824,8.66,39.21%,0.0046,3.395586,5.264414,0.024216304
8825,21.16,37.99%,0.0067,8.038684,13.121316,0.087912817
8826,21.59,13.34%,0.0036,2.880106,18.709894,0.067355618
8827,20.26,36.44%,0.0023,7.382744,12.877256,0.029617689
8828,16.1,28.40%,0.0062,4.5724,11.5276,0.07147112
8829,22.54,9.28%,0.0074,2.091712,20.448288,0.151317331
8830,1.39,5.67%,0.0084,0.078813,1.311187,0.011013971
8831,5.96,17.77%,0.0084,1.059092,4.900908,0.041167627
8832,2.68,25.34%,0.0016,0.679112,2.000888,0.003201421
8833,24.31,2.31%,0.0056,0.561561,23.748439,0.132991258
8834,10.22,20.88%,0.008,2.133936,8.086064,0.064688512
8835,8.61,35.42%,0.0024,3.049662,5.560338,0.013344811
8836,10.39,25.87%,0,2.687893,7.702107,0
8837,1.5,23.74%,0.005,0.3561,1.1439,0.0057195
8838,11.54,12.89%,0.0037,1.487506,10.052494,0.037194228
8839,1.61,3.06%,0.0008,0.049266,1.560734,0.001248587
8840,18.38,27.33%,0.0019,5.023254,13.356746,0.025377817
8841,12.38,14.27%,0.0053,1.766626,10.613374,0.056250882
8842,14.13,27.99%,0.0014,3.954987,10.175013,0.014245018
8843,11.57,7.93%,0.0043,0.917501,10.652499,0.045805746
8844,17.98,19.27%,0.0068,3.464746,14.515254,0.098703727
8845,11.24,32.84%,0.0022,3.691216,7.548784,0.016607325
8846,11.91,8.96%,0.0013,1.067136,10.842864,0.014095723
8847,17.64,18.58%,0.0021,3.277512,14.362488,0.030161225
8848,2.54,28.96%,0.0097,0.735584,1.804416,0.017502835
8849,13.96,1.84%,0.0074,0.256864,13.703136,0.101403206
8850,6.27,21.89%,0.0054,1.372503,4.897497,0.026446484
8851,23.61,10.80%,0.0003,2.54988,21.06012,0.006318036
8852,13.55,12.06%,0.0084,1.63413,11.91587,0.100093308
8853,1.24,5.83%,0.0087,0.072292,1.167708,0.01015906
8854,2.76,24.68%,0.0069,0.681168,2.078832,0.014343941
8855,10.82,17.39%,0.0028,1.881598,8.938402,0.025027526
8856,0.81,18.89%,0.0003,0.153009,0.656991,0.000197097
8857,15.85,31.80%,0.0085,5.0403,10.8097,0.09188245
8858,14.57,26.66%,0.0051,3.884362,10.685638,0.054496754
8859,24.75,25.02%,0.0008,6.19245,18.55755,0.01484604
8860,1.06,23.07%,0.0075,0.244542,0.815458,0.006115935
8861,12.82,21.39%,0.0018,2.742198,10.077802,0.018140044
8862,11.69,33.77%,0.0084,3.947713,7.742287,0.065035211
8863,1.16,3.16%,0.0045,0.036656,1.123344,0.005055048
8864,8.83,29.31%,0.0058,2.588073,6.241927,0.036203177
8865,17.37,33.47%,0.0034,5.813739,11.556261,0.039291287
8866,14.83,15.94%,0.0096,2.363902,12.466098,0.119674541
8867,23.98,32.93%,0.0009,7.896614,16.083386,0.014475047
8868,23.14,16.28%,0.0066,3.767192,19.372808,0.127860533
8869,3.98,39.74%,0.002,1.581652,2.398348,0.004796696
8870,8.91,11.15%,0.0058,0.993465,7.916535,0.045915903
8871,18.98,26.13%,0.0018,4.959474,14.020526,0.025236947
8872,4.62,2.56%,0.0058,0.118272,4.501728,0.026110022
8873,23.41,34.55%,0.0078,8.088155,15.321845,0.119510391
8874,0.59,14.06%,0.0078,0.082954,0.507046,0.003954959
8875,14.8,2.53%,0.0028,0.37444,14.42556,0.040391568
8876,6.18,24.57%,0.008,1.518426,4.661574,0.037292592
8877,8.12,17.14%,0.0008,1.391768,6.728232,0.005382586
8878,0.64,21.80%,0.0083,0.13952,0.50048,0.004153984
8879,6.85,20.48%,0.0013,1.40288,5.44712,0.007081256
8880,2.23,9.11%,0.0055,0.203153,2.026847,0.011147659
8881,22.39,9.42%,0.0066,2.109138,20.280862,0.133853689
8882,4.07,9.58%,0.0015,0.389906,3.680094,0.005520141
8883,7.32,19.31%,0.0055,1.413492,5.906508,0.032485794
8884,10.19,27.08%,0.0037,2.759452,7.430548,0.027493028
8885,24.84,32.90%,0.0074,8.17236,16.66764,0.123340536
8886,12.41,25.71%,0.0092,3.190611,9.219389,0.084818379
8887,8.83,12.74%,0.003,1.124942,7.705058,0.023115174
8888,7.29,28.03%,0.0015,2.043387,5.246613,0.00786992
8889,0.65,5.67%,0.0008,0.036855,0.613145,0.000490516
8890,17.51,29.63%,0.0081,5.188213,12.321787,0.099806475
8891,13.48,34.66%,0.0093,4.672168,8.807832,0.081912838
8892,3.54,4.58%,0.0032,0.162132,3.377868,0.010809178
8893,10.3,4.08%,0.0081,0.42024,9.87976,0.080026056
8894,11.64,4.30%,0.0047,0.50052,11.13948,0.052355556
8895,0.51,36.74%,0.0026,0.187374,0.322626,0.000838828
8896,3.5,21.83%,0.0064,0.76405,2.73595,0.01751008
8897,9.14,25.47%,0.0065,2.327958,6.812042,0.044278273
8898,17.36,2.20%,0.0065,0.38192,16.97808,0.11035752
8899,22.78,6.55%,0.0041,1.49209,21.28791,0.087280431
8900,10.6,29.88%,0,3.16728,7.43272,0
8901,0.71,15.58%,0.0047,0.110618,0.599382,0.002817095
8902,21.68,25.42%,0.01,5.511056,16.168944,0.16168944
8903,0.4,6.31%,0.0032,0.02524,0.37476,0.001199232
8904,16.23,38.75%,0.0096,6.289125,9.940875,0.0954324
8905,7.43,13.32%,0.0017,0.989676,6.440324,0.010948551
8906,3.43,25.80%,0.0079,0.88494,2.54506,0.020105974
8907,6.07,34.20%,0.0016,2.07594,3.99406,0.006390496
8908,13.36,12.04%,0.0005,1.608544,11.751456,0.005875728
8909,16.01,16.92%,0.0003,2.708892,13.301108,0.003990332
8910,17.24,16.69%,0.0012,2.877356,14.362644,0.017235173
8911,9.1,3.38%,0.0035,0.30758,8.79242,0.03077347
8912,20.91,24.90%,0.0047,5.20659,15.70341,0.073806027
8913,13.43,36.50%,0.0068,4.90195,8.52805,0.05799074
8914,18.21,23.84%,0.0009,4.341264,13.868736,0.012481862
8915,14.7,27.97%,0.0075,4.11159,10.58841,0.079413075
8916,13.8,34.83%,0.0021,4.80654,8.99346,0.018886266
8917,0.4,1.73%,0.0075,0.00692,0.39308,0.0029481
8918,5.28,19.09%,0.0018,1.007952,4.272048,0.007689686
8919,11.61,8.06%,0.0002,0.935766,10.674234,0.002134847
8920,17.91,19.53%,0.0042,3.497823,14.412177,0.060531143
8921,24.35,8.55%,0.0099,2.081925,22.268075,0.220453943
8922,12.58,34.56%,0.0069,4.347648,8.232352,0.056803229
8923,2.56,5.17%,0.0007,0.132352,2.427648,0.001699354
8924,9.67,7.86%,0.0053,0.760062,8.909938,0.047222671
8925,20.89,38.67%,0.0079,8.078163,12.811837,0.101213512
8926,1.99,15.98%,0.0099,0.318002,1.671998,0.01655278
8927,2.2,16.82%,0.0031,0.37004,1.82996,0.005672876
8928,8.32,19.20%,0.0061,1.59744,6.72256,0.041007616
8929,5.26,7.62%,0.0058,0.400812,4.859188,0.02818329
8930,20.64,32.18%,0.0015,6.641952,13.998048,0.020997072
8931,17.21,35.06%,0.0058,6.033826,11.176174,0.064821809
8932,22.87,33.55%,0.0093,7.672885,15.197115,0.14133317
8933,22.08,32.71%,0.0007,7.222368,14.857632,0.010400342
8934,17.06,29.47%,0.0072,5.027582,12.032418,0.08663341
8935,20.16,27.95%,0.0097,5.63472,14.52528,0.140895216
8936,17.83,18.23%,0.002,3.250409,14.579591,0.029159182
8937,19.99,39.89%,0.0061,7.974011,12.015989,0.073297533
8938,14.24,19.04%,0.0022,2.711296,11.528704,0.025363149
8939,1.45,36.48%,0.0009,0.52896,0.92104,0.000828936
8940,9.53,6.55%,0.0004,0.624215,8.905785,0.003562314
8941,16.36,0.35%,0.0098,0.05726,16.30274,0.159766852
8942,22.67,3.15%,0.0011,0.714105,21.955895,0.024151485
8943,8.59,36.14%,0.0047,3.104426,5.485574,0.025782198
8944,5.43,23.23%,0.0068,1.261389,4.168611,0.028346555
8945,22.74,17.66%,0.0025,4.015884,18.724116,0.04681029
8946,20.66,6.13%,0.0063,1.266458,19.393542,0.122179315
8947,23.81,26.81%,0.0097,6.383461,17.426539,0.169037428
8948,8.04,33.09%,0.0088,2.660436,5.379564,0.047340163
8949,5.21,27.96%,0.0015,1.456716,3.753284,0.005629926
8950,8.47,30.50%,0.0072,2.58335,5.88665,0.04238388
8951,0.07,21.41%,0.007,0.014987,0.055013,0.000385091
8952,1.91,4.79%,0.0014,0.091489,1.818511,0.002545915
8953,11.4,8.76%,0.0007,0.99864,10.40136,0.007280952
8954,24.57,5.23%,0.0073,1.285011,23.284989,0.16998042
8955,10.59,7.27%,0.0083,0.769893,9.820107,0.081506888
8956,12.59,13.09%,0.0098,1.648031,10.941969,0.107231296
8957,19.31,37.04%,0.0057,7.152424,12.157576,0.069298183
8958,21.78,38.04%,0.0044,8.285112,13.494888,0.059377507
8959,21.34,38.11%,0.0058,8.132674,13.207326,0.076602491
8960,4.66,15.13%,0.0091,0.705058,3.954942,0.035989972
8961,15.37,32.48%,0.0067,4.992176,10.377824,0.069531421
8962,5.84,12.31%,0.01,0.718904,5.121096,0.05121096
8963,5.63,15.26%,0.0035,0.859138,4.770862,0.016698017
8964,10.15,35.18%,0.0002,3.57077,6.57923,0.001315846
8965,5.11,0.46%,0.007,0.023506,5.086494,0.035605458
8966,19.01,31.47%,0.0085,5.982447,13.027553,0.110734201
8967,9.87,7.43%,0.0025,0.733341,9.136659,0.022841648
8968,20.32,13.12%,0.0043,2.665984,17.654016,0.075912269
8969,13.86,36.75%,0.0093,5.09355,8.76645,0.081527985
8970,15.42,29.04%,0.0059,4.477968,10.942032,0.064557989
8971,1.25,22.72%,0.0044,0.284,0.966,0.0042504
8972,7.3,5.83%,0.0047,0.42559,6.87441,0.032309727
8973,13.96,27.51%,0.0063,3.840396,10.119604,0.063753505
8974,14.86,24.24%,0.0059,3.602064,11.257936,0.066421822
8975,21.93,11.00%,0.0016,2.4123,19.5177,0.03122832
8976,16.74,11.75%,0.0045,1.96695,14.77305,0.066478725
8977,20.98,14.12%,0.0024,2.962376,18.017624,0.043242298
8978,12.58,33.87%,0.0093,4.260846,8.319154,0.077368132
8979,23.14,13.33%,0.0008,3.084562,20.055438,0.01604435
8980,9,0.92%,0.0011,0.0828,8.9172,0.00980892
8981,15.11,30.05%,0.0073,4.540555,10.569445,0.077156949
8982,10.97,21.10%,0.003,2.31467,8.65533,0.02596599
8983,24.11,16.71%,0.0079,4.028781,20.081219,0.15864163
8984,11.33,22.65%,0.006,2.566245,8.763755,0.05258253
8985,7.52,9.21%,0.0007,0.692592,6.827408,0.004779186
8986,7.99,7.61%,0.0073,0.608039,7.381961,0.053888315
8987,19.73,26.50%,0.0086,5.22845,14.50155,0.12471333
8988,15.19,22.76%,0.0051,3.457244,11.732756,0.059837056
8989,9.35,7.04%,0.0009,0.65824,8.69176,0.007822584
8990,5.29,13.84%,0.0017,0.732136,4.557864,0.007748369
8991,2,17.09%,0.0017,0.3418,1.6582,0.00281894
8992,20.94,23.67%,0.0071,4.956498,15.983502,0.113482864
8993,3.66,26.34%,0.0038,0.964044,2.695956,0.010244633
8994,9.7,12.07%,0.0027,1.17079,8.52921,0.023028867
8995,14.16,35.42%,0.0047,5.015472,9.144528,0.042979282
8996,4.52,28.18%,0.0066,1.273736,3.246264,0.021425342
8997,17.39,30.69%,0.0015,5.336991,12.053009,0.018079514
8998,6.12,24.74%,0.0055,1.514088,4.605912,0.025332516
8999,12.2,4.68%,0.0002,0.57096,11.62904,0.002325808
9000,22.63,27.64%,0.0089,6.254932,16.375068,0.145738105
9001,18.36,22.86%,0.0082,4.197096,14.162904,0.116135813
9002,3.12,19.42%,0.002,0.605904,2.514096,0.005028192
9003,1.41,13.27%,0.0041,0.187107,1.222893,0.005013861
9004,3.74,29.43%,0.0015,1.100682,2.639318,0.003958977
9005,0.02,22.30%,0.006,0.00446,0.01554,0.00009324
9006,13.43,20.98%,0.0045,2.817614,10.612386,0.047755737
9007,23.86,9.78%,0.0015,2.333508,21.526492,0.032289738
9008,14.21,22.31%,0.0041,3.170251,11.039749,0.045262971
9009,7.81,13.58%,0.0048,1.060598,6.749402,0.03239713
9010,8.84,24.00%,0.0071,2.1216,6.7184,0.04770064
9011,17.68,29.13%,0.0087,5.150184,12.529816,0.109009399
9012,7.98,11.99%,0.0042,0.956802,7.023198,0.029497432
9013,24.25,17.55%,0.0002,4.255875,19.994125,0.003998825
9014,24.39,15.77%,0.0081,3.846303,20.543697,0.166403946
9015,20.25,21.71%,0.0059,4.396275,15.853725,0.093536978
9016,23.56,6.33%,0.0034,1.491348,22.068652,0.075033417
9017,3.13,6.32%,0.0038,0.197816,2.932184,0.011142299
9018,6.6,10.61%,0.0006,0.70026,5.89974,0.003539844
9019,9.91,13.19%,0.0017,1.307129,8.602871,0.014624881
9020,23.68,14.43%,0.0075,3.417024,20.262976,0.15197232
9021,1.61,22.65%,0.0076,0.364665,1.245335,0.009464546
9022,2.85,25.43%,0.0034,0.724755,2.125245,0.007225833
9023,13.14,2.59%,0.0097,0.340326,12.799674,0.124156838
9024,6.2,6.69%,0.0032,0.41478,5.78522,0.018512704
9025,2.9,4.84%,0.0092,0.14036,2.75964,0.025388688
9026,0.5,10.22%,0.0026,0.0511,0.4489,0.00116714
9027,1.19,6.18%,0.0029,0.073542,1.116458,0.003237728
9028,9.69,18.48%,0.0082,1.790712,7.899288,0.064774162
9029,10.68,25.48%,0.0004,2.721264,7.958736,0.003183494
9030,6.87,13.90%,0.0038,0.95493,5.91507,0.022477266
9031,20.13,21.81%,0.0077,4.390353,15.739647,0.121195282
9032,2.17,20.86%,0.0022,0.452662,1.717338,0.003778144
9033,2.13,24.31%,0.0064,0.517803,1.612197,0.010318061
9034,24.98,26.08%,0.006,6.514784,18.465216,0.110791296
9035,24.13,1.26%,0.0044,0.304038,23.825962,0.104834233
9036,16.22,28.20%,0.009,4.57404,11.64596,0.10481364
9037,6.83,36.70%,0.0023,2.50661,4.32339,0.009943797
9038,0.31,27.66%,0.0027,0.085746,0.224254,0.000605486
9039,8.53,30.89%,0.0083,2.634917,5.895083,0.048929189
9040,7.13,25.86%,0.0032,1.843818,5.286182,0.016915782
9041,24.92,15.50%,0.0056,3.8626,21.0574,0.11792144
9042,19.22,20.08%,0.0053,3.859376,15.360624,0.081411307
9043,14.97,13.86%,0.0004,2.074842,12.895158,0.005158063
9044,14.91,19.21%,0.0011,2.864211,12.045789,0.013250368
9045,10.05,11.80%,0.0085,1.1859,8.8641,0.07534485
9046,5.53,27.18%,0.0036,1.503054,4.026946,0.014497006
9047,17.28,37.41%,0.0018,6.464448,10.815552,0.019467994
9048,17.62,17.80%,0.0046,3.13636,14.48364,0.066624744
9049,17.86,33.23%,0.008,5.934878,11.925122,0.095400976
9050,13.83,22.16%,0.0025,3.064728,10.765272,0.02691318
9051,19.8,5.26%,0.0014,1.04148,18.75852,0.026261928
9052,9.62,39.33%,0.0047,3.783546,5.836454,0.027431334
9053,24.43,13.18%,0.0073,3.219874,21.210126,0.15483392
9054,19.78,9.35%,0.0017,1.84943,17.93057,0.030481969
9055,20.81,10.26%,0.0076,2.135106,18.674894,0.141929194
9056,5.78,0.10%,0.0093,0.00578,5.77422,0.053700246
9057,22.19,24.42%,0.0015,5.418798,16.771202,0.025156803
9058,8.89,17.80%,0.0096,1.58242,7.30758,0.070152768
9059,16.63,25.86%,0.0066,4.300518,12.329482,0.081374581
9060,14.56,2.85%,0.0079,0.41496,14.14504,0.111745816
9061,1.65,13.92%,0.007,0.22968,1.42032,0.00994224
9062,14.68,12.04%,0.009,1.767472,12.912528,0.116212752
9063,22.79,10.09%,0.0051,2.299511,20.490489,0.104501494
9064,18.86,18.27%,0.0045,3.445722,15.414278,0.069364251
9065,3.16,22.03%,0.0057,0.696148,2.463852,0.014043956
9066,21.21,18.13%,0.0086,3.845373,17.364627,0.149335792
9067,8.81,13.39%,0.0032,1.179659,7.630341,0.024417091
9068,23.9,18.53%,0.0098,4.42867,19.47133,0.190819034
9069,3.99,15.51%,0.0089,0.618849,3.371151,0.030003244
9070,14.13,34.47%,0.0013,4.870611,9.259389,0.012037206
9071,13.21,12.67%,0.0047,1.673707,11.536293,0.054220577
9072,23.2,27.37%,0.0063,6.34984,16.85016,0.106156008
9073,7.18,30.56%,0.0071,2.194208,4.985792,0.035399123
9074,5.67,17.82%,0.0098,1.010394,4.659606,0.045664139
9075,12,1.79%,0.0064,0.2148,11.7852,0.07542528
9076,4.09,2.79%,0.0092,0.114111,3.975889,0.036578179
9077,1.1,36.89%,0.0049,0.40579,0.69421,0.003401629
9078,23.81,4.39%,0.0075,1.045259,22.764741,0.170735558
9079,14.21,12.56%,0.0021,1.784776,12.425224,0.02609297
9080,10.54,1.31%,0.0059,0.138074,10.401926,0.061371363
9081,21.02,39.43%,0.0043,8.288186,12.731814,0.0547468
9082,8.79,25.31%,0.0099,2.224749,6.565251,0.064995985
9083,11.82,3.93%,0.0072,0.464526,11.355474,0.081759413
9084,10.17,4.97%,0.0029,0.505449,9.664551,0.028027198
9085,1.33,9.00%,0.0029,0.1197,1.2103,0.00350987
9086,19.32,22.66%,0.0036,4.377912,14.942088,0.053791517
9087,24.32,11.40%,0.0083,2.77248,21.54752,0.178844416
9088,19.96,12.43%,0.0057,2.481028,17.478972,0.09963014
9089,7.88,3.26%,0.0014,0.256888,7.623112,0.010672357
9090,7.14,12.80%,0.0095,0.91392,6.22608,0.05914776
9091,10.44,20.58%,0.0033,2.148552,8.291448,0.027361778
9092,16.42,13.09%,0.0036,2.149378,14.270622,0.051374239
9093,11.09,18.29%,0.0095,2.028361,9.061639,0.086085571
9094,24.59,30.90%,0.0052,7.59831,16.99169,0.088356788
9095,2.46,5.81%,0.008,0.142926,2.317074,0.018536592
9096,17.24,14.63%,0.0064,2.522212,14.717788,0.094193843
9097,17.25,29.15%,0.0013,5.028375,12.221625,0.015888113
9098,7.62,10.08%,0.0062,0.768096,6.851904,0.042481805
9099,16.96,4.44%,0.0076,0.753024,16.206976,0.123173018
9100,15.51,4.95%,0.0078,0.767745,14.742255,0.114989589
9101,21.67,18.61%,0.0019,4.032787,17.637213,0.033510705
9102,22.82,20.96%,0.0093,4.783072,18.036928,0.16774343
9103,17.68,33.62%,0.0046,5.944016,11.735984,0.053985526
9104,7.44,8.73%,0.0039,0.649512,6.790488,0.026482903
9105,8.67,34.70%,0.0066,3.00849,5.66151,0.037365966
9106,7.99,23.34%,0.006,1.864866,6.125134,0.036750804
9107,7.75,26.80%,0.0088,2.077,5.673,0.0499224
9108,4.08,33.06%,0.0079,1.348848,2.731152,0.021576101
9109,18.97,9.72%,0.01,1.843884,17.126116,0.17126116
9110,20.03,17.49%,0.0089,3.503247,16.526753,0.147088102
9111,3.22,4.14%,0.0059,0.133308,3.086692,0.018211483
9112,13.94,28.43%,0.0058,3.963142,9.976858,0.057865776
9113,24.11,25.70%,0.0046,6.19627,17.91373,0.082403158
9114,11.04,0.03%,0.0011,0.003312,11.036688,0.012140357
9115,21.52,7.37%,0.0017,1.586024,19.933976,0.033887759
9116,14.66,30.55%,0.0026,4.47863,10.18137,0.026471562
9117,2.85,7.51%,0.0033,0.214035,2.635965,0.008698685
9118,15.84,3.18%,0.0049,0.503712,15.336288,0.075147811
9119,23.63,31.21%,0.0076,7.374923,16.255077,0.123538585
9120,21.88,10.63%,0.0045,2.325844,19.554156,0.087993702
9121,18.01,31.90%,0.0054,5.74519,12.26481,0.066229974
9122,20.64,26.58%,0.0074,5.486112,15.153888,0.112138771
9123,16.27,17.57%,0.0066,2.858639,13.411361,0.088514983
9124,5.93,22.34%,0.0089,1.324762,4.605238,0.040986618
9125,9.27,4.07%,0.0061,0.377289,8.892711,0.054245537
9126,0.33,20.59%,0.0024,0.067947,0.262053,0.000628927
9127,15.75,7.77%,0.0032,1.223775,14.526225,0.04648392
9128,12.36,16.60%,0.0036,2.05176,10.30824,0.037109664
9129,8.85,3.30%,0.0021,0.29205,8.55795,0.017971695
9130,2.51,39.95%,0.0051,1.002745,1.507255,0.007687001
9131,18.61,37.49%,0.0084,6.976889,11.633111,0.097718132
9132,16.28,16.97%,0.0032,2.762716,13.517284,0.043255309
9133,13.11,30.69%,0.0068,4.023459,9.086541,0.061788479
9134,10.59,21.45%,0.0067,2.271555,8.318445,0.055733582
9135,5.52,20.02%,0.0063,1.105104,4.414896,0.027813845
9136,5.56,34.93%,0.0097,1.942108,3.617892,0.035093552
9137,19.19,1.57%,0.0024,0.301283,18.888717,0.045332921
9138,3.55,19.39%,0.0034,0.688345,2.861655,0.009729627
9139,8.32,8.23%,0.0085,0.684736,7.635264,0.064899744
9140,3.2,30.87%,0.0079,0.98784,2.21216,0.017476064
9141,1.34,1.50%,0.007,0.0201,1.3199,0.0092393
9142,22.87,22.26%,0.0002,5.090862,17.779138,0.003555828
9143,3.08,22.60%,0.0056,0.69608,2.38392,0.013349952
9144,17.49,4.93%,0.0038,0.862257,16.627743,0.063185423
9145,0.36,10.99%,0.002,0.039564,0.320436,0.000640872
9146,11.36,5.71%,0.0099,0.648656,10.711344,0.106042306
9147,22.35,34.21%,0.0061,7.645935,14.704065,0.089694797
9148,11.52,3.11%,0.0018,0.358272,11.161728,0.02009111
9149,24.49,23.83%,0.0074,5.835967,18.654033,0.138039844
9150,0.14,19.19%,0.0063,0.026866,0.113134,0.000712744
9151,14.06,36.51%,0.0005,5.133306,8.926694,0.004463347
9152,24.22,2.92%,0.0053,0.707224,23.512776,0.124617713
9153,11.38,0.90%,0.0092,0.10242,11.27758,0.103753736
9154,10.38,3.11%,0.0004,0.322818,10.057182,0.004022873
9155,4.17,38.45%,0.0099,1.603365,2.566635,0.025409687
9156,0.22,30.68%,0.0024,0.067496,0.152504,0.00036601
9157,3.6,20.63%,0.0056,0.74268,2.85732,0.016000992
9158,12.56,17.35%,0.0034,2.17916,10.38084,0.035294856
9159,16.48,37.35%,0.0021,6.15528,10.32472,0.021681912
9160,13.27,25.45%,0.0064,3.377215,9.892785,0.063313824
9161,3,15.56%,0.0098,0.4668,2.5332,0.02482536
9162,20.4,34.81%,0.0061,7.10124,13.29876,0.081122436
9163,8.39,7.86%,0.0078,0.659454,7.730546,0.060298259
9164,19.13,11.79%,0.0068,2.255427,16.874573,0.114747096
9165,19.2,31.09%,0.0033,5.96928,13.23072,0.043661376
9166,8.11,5.84%,0.0066,0.473624,7.636376,0.050400082
9167,4.89,19.68%,0.0053,0.962352,3.927648,0.020816534
9168,0.2,27.41%,0.0003,0.05482,0.14518,0.000043554
9169,3.72,20.73%,0.0008,0.771156,2.948844,0.002359075
9170,8.14,5.68%,0.007,0.462352,7.677648,0.053743536
9171,0.79,4.40%,0.005,0.03476,0.75524,0.0037762
9172,9.61,23.38%,0.006,2.246818,7.363182,0.044179092
9173,11.78,29.08%,0.0018,3.425624,8.354376,0.015037877
9174,3.02,38.48%,0.0069,1.162096,1.857904,0.012819538
9175,9.54,5.35%,0.0016,0.51039,9.02961,0.014447376
9176,18.09,19.97%,0.0099,3.612573,14.477427,0.143326527
9177,6.55,3.78%,0.0028,0.24759,6.30241,0.017646748
9178,18.01,7.62%,0.0029,1.372362,16.637638,0.04824915
9179,18.35,15.08%,0.0053,2.76718,15.58282,0.082588946
9180,15.18,39.15%,0.0092,5.94297,9.23703,0.084980676
9181,7.08,33.87%,0.0072,2.397996,4.682004,0.033710429
9182,23.07,15.27%,0.0063,3.522789,19.547211,0.123147429
9183,2.96,5.20%,0.0092,0.15392,2.80608,0.025815936
9184,4.74,14.33%,0.0075,0.679242,4.060758,0.030455685
9185,23.22,25.73%,0.0079,5.974506,17.245494,0.136239403
9186,7.27,22.78%,0.0062,1.656106,5.613894,0.034806143
9187,14.23,27.12%,0.0099,3.859176,10.370824,0.102671158
9188,5.64,12.35%,0.0074,0.69654,4.94346,0.036581604
9189,7.17,29.79%,0.0003,2.135943,5.034057,0.001510217
9190,24.11,37.91%,0.0087,9.140101,14.969899,0.130238121
9191,20.46,38.92%,0.0023,7.963032,12.496968,0.028743026
9192,7.12,27.42%,0.0006,1.952304,5.167696,0.003100618
9193,12.82,2.41%,0.0042,0.308962,12.511038,0.05254636
9194,3.05,26.83%,0.0082,0.818315,2.231685,0.018299817
9195,13.72,26.52%,0.0098,3.638544,10.081456,0.098798269
9196,18.04,23.00%,0.0032,4.1492,13.8908,0.04445056
9197,15.89,5.41%,0.009,0.859649,15.030351,0.135273159
9198,21.76,26.95%,0.0067,5.86432,15.89568,0.106501056
9199,21.82,29.14%,0.0058,6.358348,15.461652,0.089677582
9200,21.63,3.10%,0.0063,0.67053,20.95947,0.132044661
9201,8.91,2.00%,0.0081,0.1782,8.7318,0.07072758
